,zipcode,density,density_bins
0,37203,1093.9,0
1,90026,6203.7,1
2,92109,2325.7,0
3,20002,3852.6,1
4,70119,3128.9,1
5,94117,8956.9,2
6,70130,2577.6,0
7,10016,39315.3,3
8,11232,9162.6,2
9,10065,32772.8,3
10,11221,22020.5,3
11,98109,4011.1,1
12,60640,10530.6,2
13,11211,15047.6,3
14,90019,6401.0,1
15,11234,4572.6,1
16,10017,20189.9,3
17,11215,11270.5,2
18,10014,22447.1,3
19,70117,1647.8,0
20,02118,9331.3,2
21,10025,48594.3,3
22,90026,6203.7,1
23,11222,9292.3,2
24,70115,3156.0,1
25,78704,1871.5,0
26,98117,3142.1,1
27,91030,2899.5,0
28,97213,2789.2,0
29,37206,1284.5,0
30,80212,1951.5,0
31,78702,1648.1,0
32,60647,8385.0,2
33,98109,4011.1,1
34,11237,19583.0,3
35,90703,2173.1,0
36,97202,2362.8,0
37,91311,440.0,0
38,37210,670.9,0
39,70130,2577.6,0
40,60645,7743.1,2
41,10031,33563.2,3
42,10128,50118.8,3
43,78723,1575.7,0
44,37212,2804.7,0
45,37206,1284.5,0
46,11222,9292.3,2
47,11224,11593.1,2
48,37218,145.5,0
49,90042,5186.6,1
50,78758,1832.3,0
51,78704,1871.5,0
52,37215,523.9,0
53,78741,2285.4,0
54,10016,39315.3,3
55,90036,5761.9,1
56,92109,2325.7,0
57,91748,1211.8,0
58,90038,7127.3,2
59,98122,5250.8,1
60,20005,11575.2,2
61,20003,4553.3,1
62,91006,1938.1,0
63,78704,1871.5,0
64,37013,753.5,0
65,78725,133.1,0
66,70117,1647.8,0
67,90029,10949.3,2
68,10024,26672.3,3
69,78704,1871.5,0
70,90004,7876.3,2
71,95003,263.6,0
72,97217,939.3,0
73,97213,2789.2,0
74,78704,1871.5,0
75,02127,6068.8,1
76,60657,11207.9,2
77,11237,19583.0,3
78,90068,1110.6,0
79,90027,2143.2,0
80,10022,28833.9,3
81,90046,3242.8,1
82,10017,20189.9,3
83,02119,6125.8,1
84,60618,7114.6,1
85,10002,35781.9,3
86,10025,48594.3,3
87,11214,15777.5,3
88,02130,4099.6,1
89,78704,1871.5,0
90,90043,4183.6,1
91,20005,11575.2,2
92,10013,19437.4,3
93,11354,9727.7,2
94,10314,2413.4,0
95,02125,6028.8,1
96,90027,2143.2,0
97,11103,21044.4,3
98,80211,2710.7,0
99,94605,1682.1,0
100,11211,15047.6,3
101,92109,2325.7,0
102,11105,8420.6,2
103,90402,2360.4,0
104,90017,12635.3,2
105,80210,2159.6,0
106,11220,22037.0,3
107,60624,4162.1,1
108,90048,4381.0,1
109,80203,6778.6,1
110,90026,6203.7,1
111,60653,4950.5,1
112,70117,1647.8,0
113,11215,11270.5,2
114,11217,18472.1,3
115,91502,3270.7,1
116,91606,5208.8,1
117,94131,4996.6,1
118,10025,48594.3,3
119,10075,54746.3,3
120,10002,35781.9,3
121,92101,3040.0,1
122,60608,5068.9,1
123,10011,29744.0,3
124,11231,9053.9,2
125,11211,15047.6,3
126,10019,23754.2,3
127,90006,11903.1,2
128,80210,2159.6,0
129,94109,18190.0,3
130,11201,14028.1,3
131,11234,4572.6,1
132,92105,4840.2,1
133,10009,38399.1,3
134,70119,3128.9,1
135,70117,1647.8,0
136,90069,3740.7,1
137,10018,6252.9,1
138,91104,3728.6,1
139,10027,26528.8,3
140,10009,38399.1,3
141,02113,26621.1,3
142,10009,38399.1,3
143,90017,12635.3,2
144,92117,2255.7,0
145,60657,11207.9,2
146,10036,21721.3,3
147,90291,4379.7,1
148,90290,122.6,0
149,11221,22020.5,3
150,94110,11517.2,2
151,97217,939.3,0
152,02116,12631.6,2
153,90405,3967.1,1
154,94605,1682.1,0
155,11373,25573.8,3
156,37138,482.7,0
157,80207,1793.8,0
158,11211,15047.6,3
159,11421,11709.4,2
160,11209,12527.1,2
161,70130,2577.6,0
162,60657,11207.9,2
163,90813,7087.2,1
164,10031,33563.2,3
165,20002,3852.6,1
166,20010,10746.8,2
167,10032,33808.6,3
168,90025,6333.7,1
169,90404,4138.6,1
170,70116,3439.9,1
171,37206,1284.5,0
172,90746,1720.4,0
173,90068,1110.6,0
174,90016,5066.6,1
175,90026,6203.7,1
176,60610,12585.9,2
177,10162,56520.9,3
178,94110,11517.2,2
179,11216,22433.5,3
180,90291,4379.7,1
181,98122,5250.8,1
182,02111,10543.8,2
183,92037,1382.3,0
184,91607,4420.0,1
185,10001,13259.3,2
186,10040,42392.8,3
187,37220,300.1,0
188,92105,4840.2,1
189,11373,25573.8,3
190,90026,6203.7,1
191,60622,8213.0,2
192,11212,21202.2,3
193,90046,3242.8,1
194,11208,10195.4,2
195,92107,3525.3,1
196,94123,8723.6,2
197,60601,11892.3,2
198,92037,1382.3,0
199,10019,23754.2,3
200,78729,1139.7,0
201,90302,5998.7,1
202,91601,5416.4,1
203,78750,772.0,0
204,91748,1211.8,0
205,60660,12796.8,2
206,11219,24025.2,3
207,90046,3242.8,1
208,10035,9207.8,2
209,90292,4091.9,1
210,11249,10861.237371490948,2
211,90012,3711.6,1
212,70112,1618.2,0
213,90034,7191.9,2
214,10024,26672.3,3
215,92104,4531.3,1
216,90802,2342.2,0
217,94116,6523.0,1
218,11103,21044.4,3
219,90068,1110.6,0
220,90291,4379.7,1
221,78704,1871.5,0
222,11369,13674.1,2
223,90026,6203.7,1
224,11201,14028.1,3
225,60612,3447.3,1
226,90045,1420.4,0
227,90068,1110.6,0
228,97202,2362.8,0
229,10031,33563.2,3
230,90058,214.3,0
231,80211,2710.7,0
232,92109,2325.7,0
233,90250,5374.7,1
234,10075,54746.3,3
235,11216,22433.5,3
236,98101,7613.3,2
237,90028,7273.3,2
238,78705,5511.2,1
239,02135,6270.6,1
240,11221,22020.5,3
241,60657,11207.9,2
242,20005,11575.2,2
243,80207,1793.8,0
244,10009,38399.1,3
245,20002,3852.6,1
246,02108,10824.7,2
247,37212,2804.7,0
248,94108,19720.5,3
249,90290,122.6,0
250,98102,6228.4,1
251,11220,22037.0,3
252,37201,2699.4,0
253,80222,1954.9,0
254,90250,5374.7,1
255,20037,8799.9,2
256,90026,6203.7,1
257,78751,2315.7,0
258,20002,3852.6,1
259,11238,17188.6,3
260,94110,11517.2,2
261,94103,7722.6,2
262,11233,19194.0,3
263,91423,2742.5,0
264,37217,791.9,0
265,98109,4011.1,1
266,97211,1662.3,0
267,10027,26528.8,3
268,90015,4285.4,1
269,nan,10861.237371490948,2
270,94103,7722.6,2
271,80203,6778.6,1
272,10035,9207.8,2
273,90012,3711.6,1
274,10303,3234.7,1
275,11211,15047.6,3
276,11232,9162.6,2
277,90813,7087.2,1
278,90027,2143.2,0
279,98109,4011.1,1
280,37212,2804.7,0
281,90024,6239.3,1
282,11222,9292.3,2
283,11432,10923.4,2
284,60642,4316.4,1
285,10001,13259.3,2
286,90012,3711.6,1
287,10039,21653.6,3
288,90015,4285.4,1
289,11211,15047.6,3
290,94109,18190.0,3
291,90292,4091.9,1
292,98115,2708.9,0
293,94116,6523.0,1
294,60610,12585.9,2
295,92102,3603.0,1
296,98105,4108.7,1
297,10012,28771.0,3
298,02115,15513.0,3
299,11211,15047.6,3
300,97215,2782.8,0
301,80211,2710.7,0
302,90006,11903.1,2
303,20001,6816.2,1
304,78758,1832.3,0
305,90068,1110.6,0
306,90703,2173.1,0
307,97214,3275.8,1
308,92037,1382.3,0
309,10002,35781.9,3
310,11220,22037.0,3
311,90028,7273.3,2
312,60622,8213.0,2
313,94109,18190.0,3
314,nan,10861.237371490948,2
315,90021,736.8,0
316,20010,10746.8,2
317,92109,2325.7,0
318,94121,5163.3,1
319,11236,10071.1,2
320,10040,42392.8,3
321,91007,2368.1,0
322,20002,3852.6,1
323,02127,6068.8,1
324,11224,11593.1,2
325,11249,10861.237371490948,2
326,11232,9162.6,2
327,10002,35781.9,3
328,10016,39315.3,3
329,20002,3852.6,1
330,11355,19106.8,3
331,37209,376.7,0
332,10002,35781.9,3
333,90020,13310.8,2
334,98122,5250.8,1
335,90046,3242.8,1
336,92109,2325.7,0
337,11102,16711.6,3
338,94117,8956.9,2
339,78751,2315.7,0
340,78704,1871.5,0
341,94131,4996.6,1
342,94110,11517.2,2
343,11385,10527.6,2
344,90036,5761.9,1
345,90041,2935.1,1
346,91910,2392.3,0
347,78757,1673.7,0
348,10011,29744.0,3
349,90069,3740.7,1
350,97222,1595.4,0
351,11226,30415.4,3
352,90036,5761.9,1
353,78759,1079.0,0
354,20009,14096.5,3
355,20006,3669.1,1
356,11238,17188.6,3
357,70116,3439.9,1
358,37214,445.3,0
359,11211,15047.6,3
360,90029,10949.3,2
361,37208,1343.8,0
362,90250,5374.7,1
363,78745,1607.4,0
364,20005,11575.2,2
365,70112,1618.2,0
366,90015,4285.4,1
367,90025,6333.7,1
368,37206,1284.5,0
369,28806,392.0,0
370,90038,7127.3,2
371,37076,498.3,0
372,37209,376.7,0
373,70116,3439.9,1
374,60642,4316.4,1
375,98116,2903.3,0
376,37206,1284.5,0
377,90005,13421.3,2
378,98122,5250.8,1
379,37203,1093.9,0
380,78702,1648.1,0
381,94122,9146.8,2
382,90049,912.1,0
383,28806,392.0,0
384,10033,34923.5,3
385,91801,4672.3,1
386,70116,3439.9,1
387,10022,28833.9,3
388,10025,48594.3,3
389,90065,3329.9,1
390,10024,26672.3,3
391,20009,14096.5,3
392,91321,520.4,0
393,10025,48594.3,3
394,90045,1420.4,0
395,94122,9146.8,2
396,20002,3852.6,1
397,02116,12631.6,2
398,90046,3242.8,1
399,90068,1110.6,0
400,11237,19583.0,3
401,90401,3058.2,1
402,11103,21044.4,3
403,94110,11517.2,2
404,11216,22433.5,3
405,90064,2445.3,0
406,10025,48594.3,3
407,90028,7273.3,2
408,92117,2255.7,0
409,11103,21044.4,3
410,10009,38399.1,3
411,10009,38399.1,3
412,11237,19583.0,3
413,97215,2782.8,0
414,80210,2159.6,0
415,10025,48594.3,3
416,90020,13310.8,2
417,90037,8475.0,2
418,90026,6203.7,1
419,37210,670.9,0
420,98103,3815.7,1
421,10029,36151.2,3
422,11206,21984.4,3
423,70117,1647.8,0
424,11233,19194.0,3
425,70119,3128.9,1
426,11233,19194.0,3
427,90014,9550.9,2
428,90210,829.1,0
429,10011,29744.0,3
430,10035,9207.8,2
431,94112,9106.1,2
432,20015,1716.6,0
433,98107,3716.4,1
434,11207,13494.3,2
435,90005,13421.3,2
436,92101,3040.0,1
437,92128,1638.9,0
438,11230,18125.5,3
439,90066,4336.8,1
440,10036,21721.3,3
441,92103,3184.4,1
442,11207,13494.3,2
443,90405,3967.1,1
444,91601,5416.4,1
445,37013,753.5,0
446,60622,8213.0,2
447,11249,10861.237371490948,2
448,70118,2720.8,0
449,90291,4379.7,1
450,78759,1079.0,0
451,10022,28833.9,3
452,90291,4379.7,1
453,02130,4099.6,1
454,11226,30415.4,3
455,10472,24312.8,3
456,80206,3373.5,1
457,97232,2359.8,0
458,11237,19583.0,3
459,60608,5068.9,1
460,11207,13494.3,2
461,11211,15047.6,3
462,20011,4638.6,1
463,10033,34923.5,3
464,80211,2710.7,0
465,37208,1343.8,0
466,80223,1326.7,0
467,94117,8956.9,2
468,20011,4638.6,1
469,11222,9292.3,2
470,60614,8244.5,2
471,90405,3967.1,1
472,94117,8956.9,2
473,11206,21984.4,3
474,98125,2653.4,0
475,37204,627.8,0
476,10019,23754.2,3
477,90265,64.9,0
478,90807,2082.1,0
479,20017,3091.4,1
480,92109,2325.7,0
481,90028,7273.3,2
482,11101,3779.2,1
483,97202,2362.8,0
484,11208,10195.4,2
485,10012,28771.0,3
486,60640,10530.6,2
487,10025,48594.3,3
488,11215,11270.5,2
489,11213,22579.4,3
490,91423,2742.5,0
491,10036,21721.3,3
492,94107,5730.0,1
493,78758,1832.3,0
494,97230,1106.1,0
495,70125,2385.6,0
496,nan,10861.237371490948,2
497,98122,5250.8,1
498,10012,28771.0,3
499,11225,24824.2,3
500,37206,1284.5,0
501,10065,32772.8,3
502,90026,6203.7,1
503,94123,8723.6,2
504,10451,17151.2,3
505,28803,289.0,0
506,97232,2359.8,0
507,90066,4336.8,1
508,70117,1647.8,0
509,60647,8385.0,2
510,90048,4381.0,1
511,10016,39315.3,3
512,90041,2935.1,1
513,94117,8956.9,2
514,78752,2086.6,0
515,10010,32205.4,3
516,10035,9207.8,2
517,60605,7647.5,2
518,98121,10981.3,2
519,10467,16045.2,3
520,02114,10322.8,2
521,60612,3447.3,1
522,60601,11892.3,2
523,37209,376.7,0
524,97202,2362.8,0
525,11205,16493.8,3
526,98103,3815.7,1
527,97211,1662.3,0
528,90292,4091.9,1
529,78701,1621.8,0
530,37203,1093.9,0
531,60625,7837.6,2
532,94607,1636.8,0
533,10009,38399.1,3
534,37205,639.8,0
535,90046,3242.8,1
536,90291,4379.7,1
537,11225,24824.2,3
538,10019,23754.2,3
539,10036,21721.3,3
540,11222,9292.3,2
541,90024,6239.3,1
542,10009,38399.1,3
543,90029,10949.3,2
544,94110,11517.2,2
545,11211,15047.6,3
546,10025,48594.3,3
547,nan,10861.237371490948,2
548,10024,26672.3,3
549,94610,5182.2,1
550,70119,3128.9,1
551,20003,4553.3,1
552,20001,6816.2,1
553,60608,5068.9,1
554,20009,14096.5,3
555,80206,3373.5,1
556,10469,10404.0,2
557,90068,1110.6,0
558,10457,25699.2,3
559,11238,17188.6,3
560,90034,7191.9,2
561,02215,13185.2,2
562,11226,30415.4,3
563,20018,2159.4,0
564,90064,2445.3,0
565,20020,4174.5,1
566,91355,812.1,0
567,90027,2143.2,0
568,10065,32772.8,3
569,10023,48060.9,3
570,97211,1662.3,0
571,20009,14096.5,3
572,98102,6228.4,1
573,70119,3128.9,1
574,80205,2471.7,0
575,37210,670.9,0
576,10017,20189.9,3
577,90007,6403.9,1
578,90019,6401.0,1
579,80211,2710.7,0
580,90504,2784.8,0
581,90046,3242.8,1
582,10003,37524.3,3
583,94122,9146.8,2
584,94108,19720.5,3
585,10036,21721.3,3
586,10035,9207.8,2
587,70112,1618.2,0
588,94110,11517.2,2
589,91765,948.1,0
590,90066,4336.8,1
591,37201,2699.4,0
592,10002,35781.9,3
593,78722,1505.5,0
594,92101,3040.0,1
595,37214,445.3,0
596,37216,1018.2,0
597,37013,753.5,0
598,90293,1638.6,0
599,10023,48060.9,3
600,10005,37900.9,3
601,02122,4454.7,1
602,11216,22433.5,3
603,10036,21721.3,3
604,11237,19583.0,3
605,11205,16493.8,3
606,60622,8213.0,2
607,11225,24824.2,3
608,60618,7114.6,1
609,20009,14096.5,3
610,11238,17188.6,3
611,11206,21984.4,3
612,90015,4285.4,1
613,11233,19194.0,3
614,80211,2710.7,0
615,11238,17188.6,3
616,92104,4531.3,1
617,11222,9292.3,2
618,11213,22579.4,3
619,78746,461.2,0
620,10014,22447.1,3
621,60660,12796.8,2
622,92101,3040.0,1
623,10035,9207.8,2
624,80205,2471.7,0
625,90292,4091.9,1
626,70131,970.0,0
627,11213,22579.4,3
628,90048,4381.0,1
629,11211,15047.6,3
630,95060,264.0,0
631,94105,6205.8,1
632,94609,4655.0,1
633,94117,8956.9,2
634,90013,6774.5,1
635,94127,4206.3,1
636,02125,6028.8,1
637,90028,7273.3,2
638,37216,1018.2,0
639,92102,3603.0,1
640,11221,22020.5,3
641,11377,13672.9,2
642,11217,18472.1,3
643,90010,3208.3,1
644,78704,1871.5,0
645,90292,4091.9,1
646,20001,6816.2,1
647,10002,35781.9,3
648,10012,28771.0,3
649,nan,10861.237371490948,2
650,37206,1284.5,0
651,10018,6252.9,1
652,11207,13494.3,2
653,78701,1621.8,0
654,11201,14028.1,3
655,78704,1871.5,0
656,02111,10543.8,2
657,20007,3455.4,1
658,90068,1110.6,0
659,10027,26528.8,3
660,70117,1647.8,0
661,10003,37524.3,3
662,70118,2720.8,0
663,37210,670.9,0
664,60613,8572.6,2
665,78746,461.2,0
666,11238,17188.6,3
667,97232,2359.8,0
668,20037,8799.9,2
669,94114,8428.9,2
670,90291,4379.7,1
671,80211,2710.7,0
672,11216,22433.5,3
673,90301,5698.8,1
674,90010,3208.3,1
675,94114,8428.9,2
676,11221,22020.5,3
677,10019,23754.2,3
678,92107,3525.3,1
679,11221,22020.5,3
680,90025,6333.7,1
681,10009,38399.1,3
682,60615,7086.4,1
683,80205,2471.7,0
684,78701,1621.8,0
685,10027,26528.8,3
686,78749,1320.9,0
687,94609,4655.0,1
688,11213,22579.4,3
689,11201,14028.1,3
690,10025,48594.3,3
691,91604,2176.4,0
692,92101,3040.0,1
693,90029,10949.3,2
694,92116,3561.5,1
695,10019,23754.2,3
696,90048,4381.0,1
697,10019,23754.2,3
698,11237,19583.0,3
699,37206,1284.5,0
700,80203,6778.6,1
701,10022,28833.9,3
702,10022,28833.9,3
703,20003,4553.3,1
704,98103,3815.7,1
705,20001,6816.2,1
706,10013,19437.4,3
707,78751,2315.7,0
708,20009,14096.5,3
709,10013,19437.4,3
710,11249,10861.237371490948,2
711,70130,2577.6,0
712,94102,17995.9,3
713,11216,22433.5,3
714,11205,16493.8,3
715,80207,1793.8,0
716,60647,8385.0,2
717,10036,21721.3,3
718,11238,17188.6,3
719,11368,16141.4,3
720,nan,10861.237371490948,2
721,11205,16493.8,3
722,97206,2812.3,0
723,60618,7114.6,1
724,20007,3455.4,1
725,20002,3852.6,1
726,11207,13494.3,2
727,91776,4362.9,1
728,78704,1871.5,0
729,11211,15047.6,3
730,11201,14028.1,3
731,10065,32772.8,3
732,92117,2255.7,0
733,60637,4220.3,1
734,11211,15047.6,3
735,94610,5182.2,1
736,90039,2920.0,0
737,70117,1647.8,0
738,10029,36151.2,3
739,11419,16283.6,3
740,11216,22433.5,3
741,11206,21984.4,3
742,80218,4334.1,1
743,90802,2342.2,0
744,10010,32205.4,3
745,10036,21721.3,3
746,02116,12631.6,2
747,91403,2497.2,0
748,11225,24824.2,3
749,78704,1871.5,0
750,11377,13672.9,2
751,10016,39315.3,3
752,11238,17188.6,3
753,70119,3128.9,1
754,90029,10949.3,2
755,98117,3142.1,1
756,92107,3525.3,1
757,02108,10824.7,2
758,90405,3967.1,1
759,60647,8385.0,2
760,70119,3128.9,1
761,91780,3464.2,1
762,11238,17188.6,3
763,60618,7114.6,1
764,10036,21721.3,3
765,94110,11517.2,2
766,90028,7273.3,2
767,70116,3439.9,1
768,02134-1704,10861.237371490948,2
769,11216,22433.5,3
770,90803,3066.6,1
771,11105,8420.6,2
772,80203,6778.6,1
773,78734,339.1,0
774,11205,16493.8,3
775,98122,5250.8,1
776,90062,6553.3,1
777,78741,2285.4,0
778,97214,3275.8,1
779,78703,1366.4,0
780,60647,8385.0,2
781,90046,3242.8,1
782,11210,14583.6,3
783,95060,264.0,0
784,70116,3439.9,1
785,10040,42392.8,3
786,28801,1142.1,0
787,91754,2787.8,0
788,20011,4638.6,1
789,90046,3242.8,1
790,78704,1871.5,0
791,70125,2385.6,0
792,11213,22579.4,3
793,11216,22433.5,3
794,60622,8213.0,2
795,90028,7273.3,2
796,80209,2383.1,0
797,20009,14096.5,3
798,90814,5453.5,1
799,90802,2342.2,0
800,90026,6203.7,1
801,11206,21984.4,3
802,20003,4553.3,1
803,37206,1284.5,0
804,11217,18472.1,3
805,94105,6205.8,1
806,98121,10981.3,2
807,90064,2445.3,0
808,10026,39504.2,3
809,92109,2325.7,0
810,80209,2383.1,0
811,60647,8385.0,2
812,94114,8428.9,2
813,11216,22433.5,3
814,10011,29744.0,3
815,11222,9292.3,2
816,98101,7613.3,2
817,10301,4321.4,1
818,94117,8956.9,2
819,10018,6252.9,1
820,02130,4099.6,1
821,91789,1063.9,0
822,94118,7591.3,2
823,10026,39504.2,3
824,10003,37524.3,3
825,94601,5979.9,1
826,92104,4531.3,1
827,11215,11270.5,2
828,10003,37524.3,3
829,91755,3417.3,1
830,91342,642.6,0
831,10028,55636.0,3
832,11221,22020.5,3
833,92115,3479.1,1
834,90026,6203.7,1
835,10003,37524.3,3
836,20002,3852.6,1
837,90802,2342.2,0
838,28806,392.0,0
839,11215,11270.5,2
840,10039,21653.6,3
841,11222,9292.3,2
842,98102,6228.4,1
843,90036,5761.9,1
844,11102,16711.6,3
845,02114,10322.8,2
846,70117,1647.8,0
847,97201,2943.5,1
848,10011,29744.0,3
849,11207,13494.3,2
850,02210,839.8,0
851,97205,3040.7,1
852,11238,17188.6,3
853,90405,3967.1,1
854,37206,1284.5,0
855,10016,39315.3,3
856,11207,13494.3,2
857,98122,5250.8,1
858,11221,22020.5,3
859,11213,22579.4,3
860,90405,3967.1,1
861,37208,1343.8,0
862,97211,1662.3,0
863,11222,9292.3,2
864,20010,10746.8,2
865,90292,4091.9,1
866,70130,2577.6,0
867,11211,15047.6,3
868,97227,1107.9,0
869,10018,6252.9,1
870,92109,2325.7,0
871,78702,1648.1,0
872,94110,11517.2,2
873,80203,6778.6,1
874,10029,36151.2,3
875,91001,1689.5,0
876,10031,33563.2,3
877,11216,22433.5,3
878,37209,376.7,0
879,94114,8428.9,2
880,11206,21984.4,3
881,70116,3439.9,1
882,90019,6401.0,1
883,78721,1191.6,0
884,91405,5967.9,1
885,91303,4792.8,1
886,90019,6401.0,1
887,78745,1607.4,0
888,02126,4746.0,1
889,20001,6816.2,1
890,90230,2719.9,0
891,20017,3091.4,1
892,78749,1320.9,0
893,78741,2285.4,0
894,10011,29744.0,3
895,92101,3040.0,1
896,90806,4756.1,1
897,78703,1366.4,0
898,60614,8244.5,2
899,11225,24824.2,3
900,90028,7273.3,2
901,78702,1648.1,0
902,90019,6401.0,1
903,90602,2682.1,0
904,37206,1284.5,0
905,37076,498.3,0
906,98144,3053.9,1
907,60657,11207.9,2
908,28801,1142.1,0
909,11222,9292.3,2
910,78741,2285.4,0
911,70112,1618.2,0
912,98121,10981.3,2
913,90026,6203.7,1
914,92101,3040.0,1
915,97211,1662.3,0
916,94131,4996.6,1
917,10023,48060.9,3
918,92102,3603.0,1
919,97215,2782.8,0
920,92037,1382.3,0
921,92037,1382.3,0
922,97217,939.3,0
923,90020,13310.8,2
924,78702,1648.1,0
925,20007,3455.4,1
926,98122,5250.8,1
927,97212,3412.8,1
928,11222,9292.3,2
929,98102,6228.4,1
930,11211,15047.6,3
931,10003,37524.3,3
932,10027,26528.8,3
933,90260,5031.3,1
934,60660,12796.8,2
935,10016,39315.3,3
936,91505,2357.7,0
937,02114,10322.8,2
938,95062,2760.3,0
939,94611,1336.6,0
940,90025,6333.7,1
941,10453,33006.7,3
942,11211,15047.6,3
943,10026,39504.2,3
944,90028,7273.3,2
945,90020,13310.8,2
946,11206,21984.4,3
947,11201,14028.1,3
948,37205,639.8,0
949,90035,5357.4,1
950,78727,1202.7,0
951,11221,22020.5,3
952,80223,1326.7,0
953,11216,22433.5,3
954,90291,4379.7,1
955,20012,2287.8,0
956,80218,4334.1,1
957,70130,2577.6,0
958,10036,21721.3,3
959,94605,1682.1,0
960,91423,2742.5,0
961,90094,3460.4,1
962,11221,22020.5,3
963,11225,24824.2,3
964,60657,11207.9,2
965,90006,11903.1,2
966,20001,6816.2,1
967,02124,6159.0,1
968,80218,4334.1,1
969,10009,38399.1,3
970,10003,37524.3,3
971,70115,3156.0,1
972,10024,26672.3,3
973,90254,5278.8,1
974,90048,4381.0,1
975,90291,4379.7,1
976,70116,3439.9,1
977,80210,2159.6,0
978,92103,3184.4,1
979,60642,4316.4,1
980,98112,2575.0,0
981,94610,5182.2,1
982,02128,3224.2,1
983,10075,54746.3,3
984,70126,915.5,0
985,92101,3040.0,1
986,91745,1628.2,0
987,78704,1871.5,0
988,90291,4379.7,1
989,78749,1320.9,0
990,90042,5186.6,1
991,10128,50118.8,3
992,10012,28771.0,3
993,97211,1662.3,0
994,98109,4011.1,1
995,94103,7722.6,2
996,11206,21984.4,3
997,10017,20189.9,3
998,60601,11892.3,2
999,11233,19194.0,3
1000,20002,3852.6,1
1001,10026,39504.2,3
1002,10003,37524.3,3
1003,20037,8799.9,2
1004,94114,8428.9,2
1005,10065,32772.8,3
1006,nan,10861.237371490948,2
1007,11421,11709.4,2
1008,11235,13613.7,2
1009,70116,3439.9,1
1010,90042,5186.6,1
1011,10027,26528.8,3
1012,90024,6239.3,1
1013,10003,37524.3,3
1014,90815,2154.5,0
1015,90265,64.9,0
1016,11249,10861.237371490948,2
1017,78704,1871.5,0
1018,11232,9162.6,2
1019,95073,184.9,0
1020,10034,13778.0,2
1021,11211,15047.6,3
1022,10029,36151.2,3
1023,10019,23754.2,3
1024,90405,3967.1,1
1025,20007,3455.4,1
1026,10011,29744.0,3
1027,37208,1343.8,0
1028,37201,2699.4,0
1029,90042,5186.6,1
1030,80205,2471.7,0
1031,10002,35781.9,3
1032,10031,33563.2,3
1033,80218,4334.1,1
1034,92102,3603.0,1
1035,90028,7273.3,2
1036,78746,461.2,0
1037,98103,3815.7,1
1038,90291,4379.7,1
1039,11201,14028.1,3
1040,70117,1647.8,0
1041,60610,12585.9,2
1042,90026,6203.7,1
1043,11216,22433.5,3
1044,78723,1575.7,0
1045,11237,19583.0,3
1046,91601,5416.4,1
1047,10011,29744.0,3
1048,90020,13310.8,2
1049,10031,33563.2,3
1050,94115,11426.7,2
1051,90025,6333.7,1
1052,11238,17188.6,3
1053,90006,11903.1,2
1054,94123,8723.6,2
1055,90291,4379.7,1
1056,94112,9106.1,2
1057,78723,1575.7,0
1058,90024,6239.3,1
1059,94121,5163.3,1
1060,90069,3740.7,1
1061,98106,1603.9,0
1062,11203,13711.2,2
1063,10001,13259.3,2
1064,70119,3128.9,1
1065,37209,376.7,0
1066,90012,3711.6,1
1067,60653,4950.5,1
1068,90017,12635.3,2
1069,11222,9292.3,2
1070,91007,2368.1,0
1071,95010,2570.5,0
1072,11222,9292.3,2
1073,10019,23754.2,3
1074,80239,1565.9,0
1075,78702,1648.1,0
1076,37207,708.9,0
1077,02135,6270.6,1
1078,11221,22020.5,3
1079,20003,4553.3,1
1080,90704,21.1,0
1081,70115,3156.0,1
1082,10003,37524.3,3
1083,92109,2325.7,0
1084,10025,48594.3,3
1085,60640,10530.6,2
1086,97206,2812.3,0
1087,02134,6259.7,1
1088,70130,2577.6,0
1089,60634,4033.0,1
1090,20017,3091.4,1
1091,20009,14096.5,3
1092,91104,3728.6,1
1093,78750,772.0,0
1094,10011,29744.0,3
1095,90027,2143.2,0
1096,37210,670.9,0
1097,78703,1366.4,0
1098,90650,4154.1,1
1099,80218,4334.1,1
1100,94123,8723.6,2
1101,11105,8420.6,2
1102,80205,2471.7,0
1103,90046,3242.8,1
1104,98121,10981.3,2
1105,80210,2159.6,0
1106,91364,1314.5,0
1107,nan,10861.237371490948,2
1108,11206,21984.4,3
1109,11216,22433.5,3
1110,60622,8213.0,2
1111,11211,15047.6,3
1112,94114,8428.9,2
1113,10014,22447.1,3
1114,90020,13310.8,2
1115,60608,5068.9,1
1116,94107,5730.0,1
1117,10025,48594.3,3
1118,97211,1662.3,0
1119,90755,1962.2,0
1120,90017,12635.3,2
1121,11201,14028.1,3
1122,90034,7191.9,2
1123,80209,2383.1,0
1124,37203,1093.9,0
1125,80205,2471.7,0
1126,78703,1366.4,0
1127,90064,2445.3,0
1128,78704,1871.5,0
1129,02135,6270.6,1
1130,90211,4649.4,1
1131,11434,6985.1,1
1132,90045,1420.4,0
1133,10023,48060.9,3
1134,10026,39504.2,3
1135,37212,2804.7,0
1136,60653,4950.5,1
1137,10028,55636.0,3
1138,20005,11575.2,2
1139,10011,29744.0,3
1140,11211,15047.6,3
1141,10024,26672.3,3
1142,28804,297.9,0
1143,80211,2710.7,0
1144,90291,4379.7,1
1145,10029,36151.2,3
1146,37203,1093.9,0
1147,11101,3779.2,1
1148,78751,2315.7,0
1149,02135,6270.6,1
1150,28803,289.0,0
1151,78723,1575.7,0
1152,10013,19437.4,3
1153,10012,28771.0,3
